-3.465 4.54493e-10
-3.46415 5.03361e-10
-3.46331 5.13692e-10
-3.46246 4.93256e-10
-3.46162 4.57606e-10
-3.46077 4.19959e-10
-3.45992 3.87844e-10
-3.45908 3.63845e-10
-3.45823 3.47634e-10
-3.45739 3.37788e-10
-3.45654 3.32924e-10
-3.45569 3.32254e-10
-3.45485 3.3574e-10
-3.454 3.43977e-10
-3.45316 3.57894e-10
-3.45231 3.78185e-10
-3.45146 4.0451e-10
-3.45062 4.34557e-10
-3.44977 4.6329e-10
-3.44893 4.82971e-10
-3.44808 4.84711e-10
-3.44723 4.61956e-10
-3.44639 4.1532e-10
-3.44554 3.56571e-10
-3.44469 3.08148e-10
-3.44385 2.95132e-10
-3.443 3.30441e-10
-3.44216 4.00717e-10
-3.44131 4.65462e-10
-3.44046 4.78215e-10
-3.43962 4.22608e-10
-3.43877 3.36073e-10
-3.43793 2.90958e-10
-3.43708 3.33289e-10
-3.43623 4.28661e-10
-3.43539 4.80776e-10
-3.43454 4.27981e-10
-3.4337 3.24325e-10
-3.43285 2.93944e-10
-3.432 3.80769e-10
-3.43116 4.74746e-10
-3.43031 4.44008e-10
-3.42947 3.26883e-10
-3.42862 2.9732e-10
-3.42777 4.06337e-10
-3.42693 4.82306e-10
-3.42608 3.95752e-10
-3.42524 2.91244e-10
-3.42439 3.56203e-10
-3.42354 4.77057e-10
-3.4227 4.26403e-10
-3.42185 2.98088e-10
-3.42101 3.47311e-10
-3.42016 4.78863e-10
-3.41931 4.19298e-10
-3.41847 2.92397e-10
-3.41762 3.76034e-10
-3.41678 4.8849e-10
-3.41593 3.74079e-10
-3.41508 2.95918e-10
-3.41424 4.41552e-10
-3.41339 4.64059e-10
-3.41254 3.07087e-10
-3.4117 3.61716e-10
-3.41085 4.93768e-10
-3.41001 3.64843e-10
-3.40916 3.10687e-10
-3.40831 4.77874e-10
-3.40747 4.20055e-10
-3.40662 2.94306e-10
-3.40578 4.49763e-10
-3.40493 4.55444e-10
-3.40408 2.9573e-10
-3.40324 4.29577e-10
-3.40239 4.7296e-10
-3.40155 3.00017e-10
-3.4007 4.2435e-10
-3.39985 4.77658e-10
-3.39901 3.00576e-10
-3.39816 4.35263e-10
-3.39732 4.70473e-10
-3.39647 2.98814e-10
-3.39562 4.60786e-10
-3.39478 4.47712e-10
-3.39393 3.0358e-10
-3.39309 4.94329e-10
-3.39224 4.05608e-10
-3.39139 3.29527e-10
-3.39055 5.19232e-10
-3.3897 3.50229e-10
-3.38886 3.88687e-10
-3.38801 5.089e-10
-3.38716 3.08558e-10
-3.38632 4.71478e-10
-3.38547 4.44356e-10
-3.38463 3.24225e-10
-3.38378 5.29709e-10
-3.38293 3.50396e-10
-3.38209 4.16823e-10
-3.38124 4.99083e-10
-3.38039 3.1118e-10
-3.37955 5.23342e-10
-3.3787 3.83404e-10
-3.37786 3.96948e-10
-3.37701 5.18773e-10
-3.37616 3.13798e-10
-3.37532 5.29349e-10
-3.37447 3.84851e-10
-3.37363 4.13516e-10
-3.37278 5.13832e-10
-3.37193 3.21849e-10
-3.37109 5.51086e-10
-3.37024 3.56362e-10
-3.3694 4.67318e-10
-3.36855 4.73836e-10
-3.3677 3.57521e-10
-3.36686 5.59079e-10
-3.36601 3.25258e-10
-3.36517 5.43933e-10
-3.36432 3.91936e-10
-3.36347 4.52397e-10
-3.36263 4.99335e-10
-3.36178 3.60345e-10
-3.36094 5.71225e-10
-3.36009 3.30036e-10
-3.35924 5.68473e-10
-3.3584 3.74141e-10
-3.35755 5.0304e-10
-3.35671 4.61628e-10
-3.35586 4.17493e-10
-3.35501 5.46236e-10
-3.35417 3.54929e-10
-3.35332 5.93105e-10
-3.35248 3.39015e-10
-3.35163 5.90685e-10
-3.35078 3.69941e-10
-3.34994 5.48204e-10
-3.34909 4.31658e-10
-3.34825 4.85745e-10
-3.3474 5.02667e-10
-3.34655 4.24042e-10
-3.34571 5.64625e-10
-3.34486 3.77999e-10
-3.34401 6.0657e-10
-3.34317 3.54588e-10
-3.34232 6.25231e-10
-3.34148 3.53907e-10
-3.34063 6.23048e-10
-3.33978 3.7165e-10
-3.33894 6.05532e-10
-3.33809 4.01683e-10
-3.33725 5.78974e-10
-3.3364 4.37936e-10
-3.33555 5.4895e-10
-3.33471 4.75494e-10
-3.33386 5.19622e-10
-3.33302 5.10974e-10
-3.33217 4.93628e-10
-3.33132 5.42436e-10
-3.33048 4.72294e-10
-3.32963 5.69067e-10
-3.32879 4.5601e-10
-3.32794 5.90811e-10
-3.32709 4.44591e-10
-3.32625 6.08015e-10
-3.3254 4.37596e-10
-3.32456 6.21167e-10
-3.32371 4.34548e-10
-3.32286 6.30694e-10
-3.32202 4.35092e-10
-3.32117 6.36858e-10
-3.32033 4.39082e-10
-3.31948 6.39681e-10
-3.31863 4.46619e-10
-3.31779 6.38946e-10
-3.31694 4.58039e-10
-3.3161 6.34214e-10
-3.31525 4.73861e-10
-3.3144 6.24912e-10
-3.31356 4.94686e-10
-3.31271 6.10458e-10
-3.31186 5.2103e-10
-3.31102 5.90462e-10
-3.31017 5.53099e-10
-3.30933 5.64975e-10
-3.30848 5.90504e-10
-3.30763 5.34803e-10
-3.30679 6.31947e-10
-3.30594 5.01816e-10
-3.3051 6.74928e-10
-3.30425 4.69191e-10
-3.3034 7.15579e-10
-3.30256 4.4147e-10
-3.30171 7.48752e-10
-3.30087 4.24295e-10
-3.30002 7.68496e-10
-3.29917 4.23682e-10
-3.29833 7.69045e-10
-3.29748 4.44778e-10
-3.29664 7.46301e-10
-3.29579 4.90168e-10
-3.29494 6.99662e-10
-3.2941 5.58037e-10
-3.29325 6.33732e-10
-3.29241 6.4075e-10
-3.29156 5.59257e-10
-3.29071 7.24604e-10
-3.28987 4.92484e-10
-3.28902 7.91523e-10
-3.28818 4.52312e-10
-3.28733 8.23084e-10
-3.28648 4.55167e-10
-3.28564 8.06503e-10
-3.28479 5.0855e-10
-3.28395 7.41051e-10
-3.2831 6.05314e-10
-3.28225 6.42312e-10
-3.28141 7.21615e-10
-3.28056 5.41347e-10
-3.27971 8.21159e-10
-3.27887 4.76796e-10
-3.27802 8.66603e-10
-3.27718 4.80614e-10
-3.27633 8.35542e-10
-3.27548 5.6195e-10
-3.27464 7.34794e-10
-3.27379 6.96857e-10
-3.27295 6.04645e-10
-3.2721 8.31723e-10
-3.27125 5.06826e-10
-3.27041 9.03757e-10
-3.26956 4.97005e-10
-3.26872 8.72744e-10
-3.26787 5.92691e-10
-3.26702 7.48779e-10
-3.26618 7.54795e-10
-3.26533 5.97092e-10
-3.26449 8.99267e-10
-3.26364 5.09321e-10
-3.26279 9.40752e-10
-3.26195 5.50046e-10
-3.2611 8.48134e-10
-3.26026 7.08543e-10
-3.25941 6.75924e-10
-3.25856 8.92271e-10
-3.25772 5.41312e-10
-3.25687 9.7888e-10
-3.25603 5.49235e-10
-3.25518 9.02453e-10
-3.25433 7.10471e-10
-3.25349 7.13998e-10
-3.25264 9.1763e-10
-3.2518 5.59527e-10
-3.25095 1.01385e-09
-3.2501 5.73927e-10
-3.24926 9.17364e-10
-3.24841 7.63684e-10
-3.24757 7.04004e-10
-3.24672 9.82122e-10
-3.24587 5.6205e-10
-3.24503 1.04123e-09
-3.24418 6.33737e-10
-3.24333 8.82704e-10
-3.24249 8.73128e-10
-3.24164 6.52089e-10
-3.2408 1.066e-09
-3.23995 5.80691e-10
-3.2391 1.02439e-09
-3.23826 7.59598e-10
-3.23741 7.85208e-10
-3.23657 1.02614e-09
-3.23572 5.98767e-10
-3.23487 1.10868e-09
-3.23403 6.80444e-10
-3.23318 9.1491e-10
-3.23234 9.64614e-10
-3.23149 6.57779e-10
-3.23064 1.14784e-09
-3.2298 6.42041e-10
-3.22895 1.02002e-09
-3.22811 9.10727e-10
-3.22726 7.28405e-10
-3.22641 1.16413e-09
-3.22557 6.34035e-10
-3.22472 1.09786e-09
-3.22388 8.78072e-10
-3.22303 7.9121e-10
-3.22218 1.17689e-09
-3.22134 6.42697e-10
-3.22049 1.15345e-09
-3.21965 8.70655e-10
-3.2188 8.3587e-10
-3.21795 1.19862e-09
-3.21711 6.5791e-10
-3.21626 1.19179e-09
-3.21542 8.8931e-10
-3.21457 8.57646e-10
-3.21372 1.23507e-09
-3.21288 6.7581e-10
-3.21203 1.21374e-09
-3.21118 9.35515e-10
-3.21034 8.55017e-10
-3.20949 1.2858e-09
-3.20865 6.99664e-10
-3.2078 1.21484e-09
-3.20695 1.01207e-09
-3.20611 8.29958e-10
-3.20526 1.34338e-09
-3.20442 7.4014e-10
-3.20357 1.18638e-09
-3.20272 1.12048e-09
-3.20188 7.9098e-10
-3.20103 1.39168e-09
-3.20019 8.1412e-10
-3.19934 1.11979e-09
-3.19849 1.25502e-09
-3.19765 7.57729e-10
-3.1968 1.40558e-09
-3.19596 9.39558e-10
-3.19511 1.01543e-09
-3.19426 1.39458e-09
-3.19342 7.63636e-10
-3.19257 1.35645e-09
-3.19173 1.12361e-09
-3.19088 8.94991e-10
-3.19003 1.49703e-09
-3.18919 8.50065e-10
-3.18834 1.22796e-09
-3.1875 1.34462e-09
-3.18665 8.10984e-10
-3.1858 1.50584e-09
-3.18496 1.04479e-09
-3.18411 1.04192e-09
-3.18327 1.53753e-09
-3.18242 8.38818e-10
-3.18157 1.3796e-09
-3.18073 1.3256e-09
-3.17988 8.79513e-10
-3.17903 1.60406e-09
-3.17819 1.03593e-09
-3.17734 1.14275e-09
-3.1765 1.59075e-09
-3.17565 8.66725e-10
-3.1748 1.46976e-09
-3.17396 1.37226e-09
-3.17311 9.24203e-10
-3.17227 1.68203e-09
-3.17142 1.09446e-09
-3.17057 1.17725e-09
-3.16973 1.68347e-09
-3.16888 9.18749e-10
-3.16804 1.4967e-09
-3.16719 1.49664e-09
-3.16634 9.37302e-10
-3.1655 1.7364e-09
-3.16465 1.23134e-09
-3.16381 1.14108e-09
-3.16296 1.80442e-09
-3.16211 1.01906e-09
-3.16127 1.44197e-09
-3.16042 1.69341e-09
